"Year","Acousticness"
1951,0.0209690588870126
1951,0.0186502072750652
1951,0.025918607391992
1951,0.0132171001279726
1951,0.00869889602084543
1951,0.000186090231372549
1951,0.0223361799439901
1951,0.0621682473365405
1951,0.0287880343117701
1951,0.0317634802871286
1951,0.0229312710941846
1951,0.0414960383635232
1951,0.0775204410833179
1951,0.17001979986026
1951,0.231612976031058
1951,0.134026635944426
1951,0.329224404772775
1951,0.0161850160984624
1951,0.0283762093346263
1951,0.0893440857396678
1951,0.0215805885598677
1951,0.270180462447854
1951,0.0483459616655418
1951,0.0743019046673656
1951,0.110036442851574
1951,0.00550960671209802
1951,0.275036795377136
1951,0.00853826292955052
1951,0.0593825914059944
1951,0.159785872209536
1951,0.0138481095386907
1951,0.0869410847784444
1951,0.0168654078101483
1951,0.0404444714235337
1951,0.116161983038841
1951,0.176392116293076
1951,0.0843125391617534
1951,0.123629089849633
1951,0.0221324976704665
1951,0.0285456692019039
1951,0.0356316775392483
1951,0.0358903341866093
1951,0.0778276339471087
1951,0.0702121149172693
1951,0.0169071268287759
1951,0.00198416897151613
1951,0.0411750578181151
1951,0.0276535445994853
1951,0.114896904018205
1951,0.00745667167687774
1951,0.0331303922121224
1951,0.0631753374824221
1951,0.0791282236582755
1951,0.0823833761728957
1951,0.157948785121325
1951,0.122364844951502
1951,0.0288996326978288
1951,0.267259511958305
1951,0.106088777147743
1951,0.042283065059186
1951,0.046510089146894
1951,0.173319260950147
1951,0.126744213225011
1951,0.0789222737806561
1951,0.182402962894844
1951,0.0287214242724407
1951,0.0319142577303806
1951,0.000898955193059635
1951,0.00518435241649854
1951,0.0754748394848637
1951,0.0257152691829658
1951,0.0677818029874207
1951,0.0822201073733399
1951,0.0627397455240486
1951,0.0050192858017878
1951,0.0194463329955838
1951,0.0704741412655841
1951,0.178588688127988
1951,0.0520481893832786
1951,0.0645874337797149
1951,0.114267829575178
1951,0.0228985254709578
1951,0.212866603559755
1951,0.109592180592532
1951,0.0191342986986507
1951,0.0177845913186715
1951,0.158096579236075
1951,0.0553116085767195
1951,0.0666436294371451
1951,0.0201904976417648
1951,0.0831127141183793
1951,0.126917915960817
1951,0.0283919963504209
1951,0.016484441815817
1951,0.132568962618311
1951,0.18282961921123
1951,0.101791622336835
1951,0.0462979922231002
1951,0.396400037387311
1951,0.077805255479298
1952,0.353008114004446
1952,0.311753661104407
1952,0.100153410376157
1952,0.072959368691043
1952,0.205212246959045
1952,0.244521061579639
1952,0.0313033305883716
1952,0.233536227772421
1952,0.0195726586905671
1952,0.162420650974163
1952,0.140176900307022
1952,0.154576388236527
1952,0.238705825083091
1952,0.181904476745997
1952,0.0644872356523673
1952,0.114198961942159
1952,0.320434694091677
1952,0.119438058257605
1952,0.0402933324445408
1952,0.152054564239149
1952,0.0843669281220661
1952,0.167273062215693
1952,0.0652327886130298
1952,0.197150668170995
1952,0.0656646964896601
1952,0.0530053068612954
1952,0.0936597180925755
1952,0.105623106662417
1952,0.132507100643191
1952,0.0976979936656131
1952,0.0518147090813417
1952,0.301512274693053
1952,0.382721946976814
1952,0.155380443978195
1952,0.0570257920346899
1952,0.134501568745562
1952,0.056222431167861
1952,0.0902649968801339
1952,0.0641317954314213
1952,0.100010492032761
1952,0.0161327607809008
1952,0.185349777438613
1952,0.152158024687265
1952,0.108115626348456
1952,0.176842298978005
1952,0.113865602337906
1952,0.0698579978577432
1952,0.303245982359773
1952,0.54750840005078
1952,0.217076054816859
1952,0.237563788212412
1952,0.175662242338555
1952,0.0450106143335541
1952,0.253806696669136
1952,0.216244753135105
1952,0.197279485714484
1952,0.254579546551029
1952,0.145781365588897
1952,0.409534501308996
1952,0.0440605820215621
1952,0.0949360072282037
1952,0.181655726526767
1952,0.168068995192297
1952,0.198604318671879
